state_ansi	county_ansi	state_alpha	county_name	commodity	value
38	065	ND	OLIVER	HAY	386
47	129	TN	MORGAN	HAY	11,128
44	005	RI	NEWPORT	HAY	668
56	013	WY	FREMONT	HAY	71,312
17	197	IL	WILL	HAY	1,132
51	011	VA	APPOMATTOX	HAY	13,426
18	025	IN	CRAWFORD	HAY	18
31	009	NE	BLAINE	HAY	15,573
46	031	SD	CORSON	HAY	124,156
17	149	IL	PIKE	HAY	3,444
24	001	MD	ALLEGANY	HAY	6,469
20	015	KS	BUTLER	HAY	61,333
35	019	NM	GUADALUPE	HAY	268
26	045	MI	EATON	HAY	5
46	123	SD	TRIPP	HAY	1,552
49	051	UT	WASATCH	HAY	6,954
13	075	GA	COOK	HAY	104
28	071	MS	LAFAYETTE	HAY	5,347
08	123	CO	WELD	HAY	17,758
16	051	ID	JEFFERSON	HAY	67,257
45	061	SC	LEE	HAY	29
21	001	KY	ADAIR	HAY	(D)
30	027	MT	FERGUS	HAY	16,092
47	151	TN	SCOTT	HAY	4,771
45	045	SC	GREENVILLE	HAY	8,118
53	037	WA	KITTITAS	HAY	35,627
19	059	IA	DICKINSON	HAY	1,860
39	113	OH	MONTGOMERY	HAY	(D)
51	071	VA	GILES	HAY	955
46	029	SD	CODINGTON	GRASSES & LEGUMES TOTALS	(D)
12	073	FL	LEON	HAY	3,600
36	071	NY	ORANGE	SOD	(D)
38	067	ND	PEMBINA	HAY	3,670
18	029	IN	DEARBORN	HAY	(D)
26	159	MI	VAN BUREN	HAY	493
29	083	MO	HENRY	HAY	(D)
40	029	OK	COAL	HAY	(D)
35	051	NM	SIERRA	HAY	507
45	039	SC	FAIRFIELD	HAY	(D)
27	065	MN	KANABEC	HAY	18,463
27	009	MN	BENTON	HAY	(D)
19	059	IA	DICKINSON	HAY	1,419
42	005	PA	ARMSTRONG	HAY	35
47	071	TN	HARDIN	HAY	30
55	009	WI	BROWN	HAY	5,257
13	199	GA	MERIWETHER	HAY	665
21	085	KY	GRAYSON	HAY	35,241
37	063	NC	DURHAM	HAY	(D)
29	129	MO	MERCER	HAY	2,467
56	011	WY	CROOK	HAY	7,475
27	009	MN	BENTON	HAY	631
27	039	MN	DODGE	HAY	4,795
26	007	MI	ALPENA	HAY	1,544
29	007	MO	AUDRAIN	HAY	52
29	151	MO	OSAGE	GRASSES & LEGUMES TOTALS	(D)
50	011	VT	FRANKLIN	HAY	3,025
41	007	OR	CLATSOP	HAY	1,988
08	089	CO	OTERO	HAY	25,162
42	001	PA	ADAMS	SOD	(Z)
28	017	MS	CHICKASAW	HAY	1,162
17	071	IL	HENDERSON	HAY	4,011
18	037	IN	DUBOIS	HAY	35
56	001	WY	ALBANY	HAY	11,112
45	081	SC	SALUDA	HAY	(D)
47	069	TN	HARDEMAN	HAY	8,327
31	143	NE	POLK	HAY	2,564
53	041	WA	LEWIS	HAY	16,152
50	003	VT	BENNINGTON	HAY	464
42	061	PA	HUNTINGDON	HAY	30
47	005	TN	BENTON	HAY	5,204
29	045	MO	CLARK	HAY	(D)
47	109	TN	MCNAIRY	HAY	(D)
32	009	NV	ESMERALDA	HAY	695
01	051	AL	ELMORE	HAY	(D)
16	023	ID	BUTTE	HAY	2,572
31	161	NE	SHERIDAN	HAY	49,501
51	147	VA	PRINCE EDWARD	HAY	10,167
48	491	TX	WILLIAMSON	HAY	26,966
06	039	CA	MADERA	HAY	13,527
26	053	MI	GOGEBIC	HAY	916
06	089	CA	SHASTA	HAY	11,491
13	101	GA	ECHOLS	HAY	1,131
40	027	OK	CLEVELAND	HAY	(D)
16	005	ID	BANNOCK	HAY	13,936
37	149	NC	POLK	HAY	5,194
55	127	WI	WALWORTH	HAY	9,550
49	023	UT	JUAB	HAY	2,154
13	241	GA	RABUN	HAY	(D)
18	001	IN	ADAMS	HAY	(D)
35	033	NM	MORA	HAY	3,120
08	091	CO	OURAY	HAY	319
36	087	NY	ROCKLAND	HAY	(D)
20	007	KS	BARBER	HAY	(D)
29	225	MO	WEBSTER	HAY	48,355
47	123	TN	MONROE	HAY	199
04	023	AZ	SANTA CRUZ	HAY	(D)
39	133	OH	PORTAGE	HAY	10,683
19	023	IA	BUTLER	HAY	3,515
48	191	TX	HALL	HAY	2,853
31	099	NE	KEARNEY	HAY	1,199
20	145	KS	PAWNEE	HAY	12,876
29	135	MO	MONITEAU	HAY	1,122
48	417	TX	SHACKELFORD	HAY	4,834
42	105	PA	POTTER	HAY	10,392
13	071	GA	COLQUITT	SOD	350
26	143	MI	ROSCOMMON	HAY	(D)
21	057	KY	CUMBERLAND	HAY	14,123
16	071	ID	ONEIDA	GRASSES & LEGUMES TOTALS	(D)
39	131	OH	PIKE	HAY	5,849
55	067	WI	LANGLADE	HAY	(D)
21	135	KY	LEWIS	HAY	12,624
19	007	IA	APPANOOSE	HAY	16,151
27	027	MN	CLAY	HAY	14,686
04	005	AZ	COCONINO	HAY	(D)
23	011	ME	KENNEBEC	HAY	(D)
29	017	MO	BOLLINGER	HAY	(D)
48	449	TX	TITUS	HAY	18,976
26	077	MI	KALAMAZOO	HAY	1,070
17	065	IL	HAMILTON	HAY	119
19	123	IA	MAHASKA	HAY	5,262
39	029	OH	COLUMBIANA	HAY	8,785
41	001	OR	BAKER	HAY	28,125
55	137	WI	WAUSHARA	HAY	(D)
22	063	LA	LIVINGSTON	HAY	2,286
30	019	MT	DANIELS	HAY	30,397
27	155	MN	TRAVERSE	HAY	4,221
51	103	VA	LANCASTER	HAY	200
19	055	IA	DELAWARE	HAY	(D)
46	109	SD	ROBERTS	HAY	9,942
51	017	VA	BATH	HAY	4,739
21	161	KY	MASON	HAY	22,954
12	043	FL	GLADES	HAY	131
47	101	TN	LEWIS	HAY	6,689
13	227	GA	PICKENS	HAY	655
41	045	OR	MALHEUR	HAY	22,269
51	035	VA	CARROLL	HAY	1,598
40	025	OK	CIMARRON	HAY	(D)
21	181	KY	NICHOLAS	HAY	15,676
06	083	CA	SANTA BARBARA	HAY	828
28	147	MS	WALTHALL	HAY	37
54	053	WV	MASON	HAY	124
40	099	OK	MURRAY	HAY	12,486
56	025	WY	NATRONA	HAY	26,280
26	061	MI	HOUGHTON	HAY	2,564
31	155	NE	SAUNDERS	HAY	721
48	159	TX	FRANKLIN	HAY	280
49	043	UT	SUMMIT	HAY	7,731
48	151	TX	FISHER	HAY	5,330
24	031	MD	MONTGOMERY	HAY	18
18	163	IN	VANDERBURGH	HAY	113
48	105	TX	CROCKETT	HAY	(D)
51	109	VA	LOUISA	HAY	13,236
05	125	AR	SALINE	SOD	(D)
31	003	NE	ANTELOPE	HAY	7,236
48	423	TX	SMITH	HAY	36,605
13	171	GA	LAMAR	GRASSES & LEGUMES TOTALS	1,134
20	185	KS	STAFFORD	HAY	2,992
46	035	SD	DAVISON	HAY	2,726
13	175	GA	LAURENS	HAY	(D)
48	141	TX	EL PASO	HAY	995
12	077	FL	LIBERTY	HAY	307
46	027	SD	CLAY	HAY	841
01	041	AL	CRENSHAW	HAY	424
46	007	SD	BENNETT	HAY	70,016
40	063	OK	HUGHES	HAY	693
36	109	NY	TOMPKINS	HAY	13,835
47	137	TN	PICKETT	HAY	8,545
48	313	TX	MADISON	HAY	15,881
41	009	OR	COLUMBIA	HAY	5,281
35	031	NM	MCKINLEY	HAY	(D)
20	089	KS	JEWELL	HAY	17,155
25	021	MA	NORFOLK	HAY	(D)
13	185	GA	LOWNDES	HAY	(D)
37	025	NC	CABARRUS	HAY	150
12	051	FL	HENDRY	HAY	(D)
26	137	MI	OTSEGO	HAY	368
04	001	AZ	APACHE	HAY	3,475
42	063	PA	INDIANA	HAY	22,621
19	069	IA	FRANKLIN	HAY	11
39	145	OH	SCIOTO	HAY	8,315
26	135	MI	OSCODA	HAY	845
16	013	ID	BLAINE	GRASSES & LEGUMES TOTALS	2,790
39	123	OH	OTTAWA	HAY	(D)
46	057	SD	HAMLIN	HAY	83
54	107	WV	WOOD	HAY	82
21	197	KY	POWELL	HAY	168
55	083	WI	OCONTO	HAY	50
41	065	OR	WASCO	GRASSES & LEGUMES TOTALS	(D)
56	005	WY	CAMPBELL	HAY	4,015
39	067	OH	HARRISON	HAY	16,197
19	161	IA	SAC	HAY	3,867
37	003	NC	ALEXANDER	HAY	(D)
27	145	MN	STEARNS	HAY	156
39	041	OH	DELAWARE	HAY	1,491
01	035	AL	CONECUH	HAY	8,522
19	045	IA	CLINTON	HAY	(D)
45	003	SC	AIKEN	SOD	(D)
42	089	PA	MONROE	HAY	2,111
55	035	WI	EAU CLAIRE	HAY	15,556
13	303	GA	WASHINGTON	HAY	(D)
31	173	NE	THURSTON	HAY	521
47	043	TN	DICKSON	SOD	(D)
30	061	MT	MINERAL	HAY	371
48	483	TX	WHEELER	HAY	365
47	061	TN	GRUNDY	HAY	4,470
18	029	IN	DEARBORN	HAY	6,424
31	061	NE	FRANKLIN	HAY	2,762
46	089	SD	MCPHERSON	HAY	872
13	319	GA	WILKINSON	HAY	(D)
53	009	WA	CLALLAM	HAY	1,448
47	165	TN	SUMNER	HAY	28,961
30	041	MT	HILL	HAY	2,352
39	119	OH	MUSKINGUM	HAY	(D)
18	171	IN	WARREN	HAY	(D)
17	169	IL	SCHUYLER	HAY	5,545
18	081	IN	JOHNSON	HAY	(D)
45	061	SC	LEE	HAY	(D)
18	069	IN	HUNTINGTON	HAY	2,320
13	087	GA	DECATUR	SOD	(D)
40	063	OK	HUGHES	SOD	(D)
17	073	IL	HENRY	SOD	(D)
37	067	NC	FORSYTH	HAY	(D)
40	039	OK	CUSTER	HAY	37,871
46	035	SD	DAVISON	HAY	443
08	077	CO	MESA	HAY	30,393
08	005	CO	ARAPAHOE	HAY	132
08	017	CO	CHEYENNE	HAY	2,138
55	049	WI	IOWA	HAY	165
17	099	IL	LA SALLE	HAY	3,676
21	175	KY	MORGAN	HAY	13,793
18	087	IN	LAGRANGE	HAY	379
47	171	TN	UNICOI	HAY	(D)
35	043	NM	SANDOVAL	HAY	2,902
01	093	AL	MARION	HAY	10,964
17	111	IL	MCHENRY	HAY	78
42	121	PA	VENANGO	HAY	5,251
38	051	ND	MCINTOSH	HAY	29,291
18	085	IN	KOSCIUSKO	HAY	69
42	005	PA	ARMSTRONG	HAY	35
21	061	KY	EDMONSON	HAY	9,306
06	019	CA	FRESNO	HAY	31,371
51	036	VA	CHARLES CITY	HAY	1,194
17	203	IL	WOODFORD	HAY	3,522
13	095	GA	DOUGHERTY	HAY	451
54	057	WV	MINERAL	HAY	(D)
18	165	IN	VERMILLION	HAY	1,198
35	059	NM	UNION	HAY	808
29	063	MO	DE KALB	HAY	(D)
51	153	VA	PRINCE WILLIAM	HAY	3,555
06	089	CA	SHASTA	HAY	9,525
40	001	OK	ADAIR	HAY	24,569
16	075	ID	PAYETTE	HAY	2,281
46	019	SD	BUTTE	HAY	67,147
21	001	KY	ADAIR	HAY	25,700
20	195	KS	TREGO	HAY	796
51	181	VA	SURRY	HAY	(D)
20	009	KS	BARTON	HAY	53,746
17	199	IL	WILLIAMSON	HAY	492
30	029	MT	FLATHEAD	HAY	9,652
36	019	NY	CLINTON	HAY	129
46	051	SD	GRANT	HAY	19,338
26	105	MI	MASON	HAY	2,367
48	161	TX	FREESTONE	HAY	583
37	159	NC	ROWAN	HAY	478
13	099	GA	EARLY	HAY	3,846
06	005	CA	AMADOR	HAY	(D)
40	111	OK	OKMULGEE	HAY	54,845
48	411	TX	SAN SABA	HAY	120
13	245	GA	RICHMOND	HAY	1,618
27	071	MN	KOOCHICHING	HAY	4,364
29	045	MO	CLARK	HAY	1,912
36	111	NY	ULSTER	HAY	630
05	069	AR	JEFFERSON	GRASSES & LEGUMES TOTALS	(D)
12	019	FL	CLAY	HAY	422
13	277	GA	TIFT	SOD	(D)
21	021	KY	BOYLE	HAY	(D)
05	117	AR	PRAIRIE	HAY	6,168
39	053	OH	GALLIA	HAY	50
54	025	WV	GREENBRIER	HAY	(D)
46	093	SD	MEADE	HAY	52,357
55	003	WI	ASHLAND	HAY	9,479
39	039	OH	DEFIANCE	HAY	2,824
05	137	AR	STONE	HAY	(D)
29	013	MO	BATES	HAY	115
48	117	TX	DEAF SMITH	HAY	(D)
42	059	PA	GREENE	HAY	4,232
17	183	IL	VERMILION	HAY	1,553
29	215	MO	TEXAS	HAY	52,428
35	005	NM	CHAVES	HAY	(D)
46	031	SD	CORSON	HAY	91,342
39	167	OH	WASHINGTON	HAY	15,417
12	033	FL	ESCAMBIA	HAY	(D)
53	019	WA	FERRY	HAY	346
40	097	OK	MAYES	HAY	45,719
16	015	ID	BOISE	HAY	176
08	039	CO	ELBERT	HAY	8,495
05	089	AR	MARION	HAY	15,941
38	033	ND	GOLDEN VALLEY	HAY	59,415
40	109	OK	OKLAHOMA	SOD	(D)
21	067	KY	FAYETTE	SOD	(D)
49	049	UT	UTAH	GRASSES & LEGUMES TOTALS	(D)
47	065	TN	HAMILTON	HAY	(D)
30	005	MT	BLAINE	HAY	12,176
18	075	IN	JAY	HAY	2,506
12	039	FL	GADSDEN	HAY	220
30	081	MT	RAVALLI	HAY	29,131
48	389	TX	REEVES	HAY	15,485
37	101	NC	JOHNSTON	HAY	508
40	003	OK	ALFALFA	HAY	15,651
26	091	MI	LENAWEE	HAY	8,861
27	057	MN	HUBBARD	HAY	797
20	099	KS	LABETTE	HAY	34,725
19	027	IA	CARROLL	HAY	3,186
40	129	OK	ROGER MILLS	HAY	3,003
55	115	WI	SHAWANO	HAY	(D)
24	003	MD	ANNE ARUNDEL	HAY	5,188
48	009	TX	ARCHER	HAY	305
42	081	PA	LYCOMING	HAY	(D)
53	021	WA	FRANKLIN	HAY	11,136
48	107	TX	CROSBY	HAY	(D)
47	031	TN	COFFEE	HAY	17,201
21	083	KY	GRAVES	HAY	37
38	081	ND	SARGENT	HAY	14,248
48	147	TX	FANNIN	HAY	54,542
47	189	TN	WILSON	HAY	(D)
20	081	KS	HASKELL	HAY	2,057
55	091	WI	PEPIN	HAY	4,285
39	149	OH	SHELBY	HAY	(D)
18	027	IN	DAVIESS	HAY	8,108
45	081	SC	SALUDA	HAY	12,799
19	141	IA	O BRIEN	HAY	1,148
13	269	GA	TAYLOR	HAY	932
31	129	NE	NUCKOLLS	HAY	4,360
18	031	IN	DECATUR	HAY	1,713
42	115	PA	SUSQUEHANNA	HAY	4,131
21	023	KY	BRACKEN	HAY	42
12	133	FL	WASHINGTON	HAY	131
30	061	MT	MINERAL	HAY	(D)
28	005	MS	AMITE	HAY	8,261
53	037	WA	KITTITAS	GRASSES & LEGUMES TOTALS	(D)
19	131	IA	MITCHELL	HAY	2,854
13	065	GA	CLINCH	HAY	(D)
06	091	CA	SIERRA	HAY	2,651
13	149	GA	HEARD	HAY	3,609
05	095	AR	MONROE	HAY	297
54	027	WV	HAMPSHIRE	HAY	(D)
13	103	GA	EFFINGHAM	SOD	270
27	017	MN	CARLTON	HAY	24,468
48	221	TX	HOOD	HAY	756
45	017	SC	CALHOUN	HAY	45
48	325	TX	MEDINA	HAY	18,962
27	029	MN	CLEARWATER	HAY	28,106
35	027	NM	LINCOLN	HAY	(D)
13	175	GA	LAURENS	HAY	1,181
47	065	TN	HAMILTON	HAY	10,039
41	033	OR	JOSEPHINE	HAY	2,780
48	459	TX	UPSHUR	HAY	23,882
36	057	NY	MONTGOMERY	GRASSES & LEGUMES TOTALS	(D)
20	093	KS	KEARNY	HAY	21,169
48	389	TX	REEVES	HAY	(D)
18	069	IN	HUNTINGTON	HAY	3,144
21	011	KY	BATH	HAY	(D)
28	157	MS	WILKINSON	HAY	(D)
20	011	KS	BOURBON	HAY	44,428
40	121	OK	PITTSBURG	HAY	1,220
31	045	NE	DAWES	HAY	76,984
45	075	SC	ORANGEBURG	SOD	(D)
06	037	CA	LOS ANGELES	HAY	9,564
47	117	TN	MARSHALL	HAY	42
32	009	NV	ESMERALDA	HAY	9,286
13	297	GA	WALTON	HAY	9,431
39	169	OH	WAYNE	HAY	(D)
13	291	GA	UNION	HAY	(D)
48	211	TX	HEMPHILL	HAY	220
26	115	MI	MONROE	HAY	5,500
21	059	KY	DAVIESS	HAY	9,984
24	023	MD	GARRETT	HAY	18,523
06	097	CA	SONOMA	HAY	2,882
17	161	IL	ROCK ISLAND	HAY	4,036
05	091	AR	MILLER	HAY	16,995
48	361	TX	ORANGE	HAY	1,535
50	017	VT	ORANGE	HAY	8,210
46	023	SD	CHARLES MIX	HAY	(D)
17	111	IL	MCHENRY	SOD	(D)
18	113	IN	NOBLE	HAY	9,612
45	081	SC	SALUDA	HAY	(D)
54	025	WV	GREENBRIER	HAY	21,909
48	361	TX	ORANGE	HAY	(D)
36	055	NY	MONROE	HAY	6,802
16	083	ID	TWIN FALLS	HAY	70,155
48	471	TX	WALKER	HAY	195
39	109	OH	MIAMI	HAY	1,972
46	051	SD	GRANT	HAY	5,141
28	067	MS	JONES	HAY	(D)
19	041	IA	CLAY	HAY	(D)
55	083	WI	OCONTO	HAY	2,894
29	033	MO	CARROLL	HAY	23,002
23	017	ME	OXFORD	HAY	5,285
36	001	NY	ALBANY	HAY	17,709
40	141	OK	TILLMAN	HAY	15,960
21	067	KY	FAYETTE	HAY	20
53	073	WA	WHATCOM	HAY	7,659
08	059	CO	JEFFERSON	HAY	1,257
18	017	IN	CASS	HAY	6
21	047	KY	CHRISTIAN	HAY	(D)
35	061	NM	VALENCIA	HAY	1,742
26	045	MI	EATON	HAY	4,006
31	151	NE	SALINE	SOD	(D)
29	187	MO	ST FRANCOIS	HAY	14,949
06	071	CA	SAN BERNARDINO	HAY	1,388
42	009	PA	BEDFORD	HAY	(D)
48	101	TX	COTTLE	HAY	(D)
17	157	IL	RANDOLPH	HAY	5,874
31	021	NE	BURT	SOD	(D)
54	025	WV	GREENBRIER	HAY	(D)
01	111	AL	RANDOLPH	HAY	(D)
31	153	NE	SARPY	HAY	(D)
41	005	OR	CLACKAMAS	HAY	13,054
19	031	IA	CEDAR	HAY	3,135
12	009	FL	BREVARD	HAY	(D)
01	077	AL	LAUDERDALE	SOD	760
39	075	OH	HOLMES	HAY	14,542
04	015	AZ	MOHAVE	HAY	15,810
13	297	GA	WALTON	SOD	(D)
34	033	NJ	SALEM	HAY	75
51	075	VA	GOOCHLAND	HAY	4,699
31	005	NE	ARTHUR	HAY	3,125
19	103	IA	JOHNSON	HAY	10,197
22	127	LA	WINN	HAY	(D)
12	079	FL	MADISON	HAY	4,461
55	031	WI	DOUGLAS	HAY	12,292
13	093	GA	DOOLY	HAY	(D)
02		AK	ANCHORAGE	GRASSES & LEGUMES TOTALS	(D)
31	033	NE	CHEYENNE	HAY	4,035
55	097	WI	PORTAGE	SOD	(D)
28	121	MS	RANKIN	HAY	10,869
41	065	OR	WASCO	GRASSES & LEGUMES TOTALS	(D)
21	169	KY	METCALFE	HAY	1,752
40	017	OK	CANADIAN	SOD	960
18	051	IN	GIBSON	HAY	1,836
48	291	TX	LIBERTY	HAY	1,191
37	015	NC	BERTIE	HAY	915
45	073	SC	OCONEE	HAY	7,817
41	043	OR	LINN	HAY	1,445
19	101	IA	JEFFERSON	HAY	(D)
20	003	KS	ANDERSON	HAY	25,322
39	059	OH	GUERNSEY	HAY	26,943
26	051	MI	GLADWIN	HAY	267
28	035	MS	FORREST	HAY	(D)
30	087	MT	ROSEBUD	HAY	18,194
21	011	KY	BATH	HAY	20,149
41	011	OR	COOS	HAY	4,270
47	015	TN	CANNON	HAY	11,423
49	021	UT	IRON	HAY	(D)
42	067	PA	JUNIATA	HAY	5,300
19	079	IA	HAMILTON	HAY	1,349
30	039	MT	GRANITE	HAY	8,924
21	143	KY	LYON	HAY	32
04	012	AZ	LAPAZ	HAY	4,404
29	065	MO	DENT	HAY	352
39	111	OH	MONROE	HAY	14,317
34	009	NJ	CAPE MAY	SOD	(D)
13	037	GA	CALHOUN	HAY	162
55	129	WI	WASHBURN	HAY	5,441
51	171	VA	SHENANDOAH	HAY	1,504
49	005	UT	CACHE	GRASSES & LEGUMES TOTALS	294
08	014	CO	BROOMFIELD	HAY	(D)
17	193	IL	WHITE	HAY	143
53	051	WA	PEND OREILLE	HAY	534
48	285	TX	LAVACA	HAY	2,522
17	009	IL	BROWN	HAY	2,346
17	057	IL	FULTON	HAY	11,894
39	061	OH	HAMILTON	HAY	6
17	157	IL	RANDOLPH	HAY	(D)
33	017	NH	STRAFFORD	GRASSES & LEGUMES TOTALS	3
13	033	GA	BURKE	GRASSES & LEGUMES TOTALS	(D)
30	003	MT	BIG HORN	HAY	71,621
08	093	CO	PARK	HAY	3,041
13	283	GA	TREUTLEN	HAY	120
27	015	MN	BROWN	HAY	2,054
17	161	IL	ROCK ISLAND	HAY	42
01	033	AL	COLBERT	HAY	(D)
44	009	RI	WASHINGTON	SOD	2,588
21	235	KY	WHITLEY	HAY	1,336
31	047	NE	DAWSON	HAY	29,837
21	017	KY	BOURBON	HAY	30,633
12	115	FL	SARASOTA	SOD	32
27	085	MN	MCLEOD	HAY	28
19	069	IA	FRANKLIN	HAY	11
29	103	MO	KNOX	HAY	124
37	191	NC	WAYNE	GRASSES & LEGUMES TOTALS	(D)
36	001	NY	ALBANY	HAY	14,682
36	019	NY	CLINTON	HAY	3,351
27	115	MN	PINE	HAY	(D)
20	113	KS	MCPHERSON	HAY	387
21	161	KY	MASON	HAY	5,271
30	065	MT	MUSSELSHELL	HAY	33,290
56	007	WY	CARBON	HAY	8,282
48	285	TX	LAVACA	HAY	654
17	035	IL	CUMBERLAND	HAY	1,488
55	041	WI	FOREST	HAY	2,797
06	081	CA	SAN MATEO	HAY	(D)
30	011	MT	CARTER	HAY	30,302
45	017	SC	CALHOUN	HAY	45
38	063	ND	NELSON	HAY	(D)
51	027	VA	BUCHANAN	HAY	518
56	021	WY	LARAMIE	HAY	8,298
01	013	AL	BUTLER	HAY	7,921
21	103	KY	HENRY	HAY	26,276
48	001	TX	ANDERSON	HAY	44,501
16	087	ID	WASHINGTON	GRASSES & LEGUMES TOTALS	(D)
13	109	GA	EVANS	HAY	4,263
53	043	WA	LINCOLN	GRASSES & LEGUMES TOTALS	3,199
45	019	SC	CHARLESTON	HAY	580
31	011	NE	BOONE	HAY	4,778
47	175	TN	VAN BUREN	HAY	367
27	137	MN	ST. LOUIS	HAY	119
45	033	SC	DILLON	HAY	987
56	015	WY	GOSHEN	HAY	8,134
29	173	MO	RALLS	HAY	(D)
37	065	NC	EDGECOMBE	GRASSES & LEGUMES TOTALS	(D)
17	079	IL	JASPER	HAY	924
29	093	MO	IRON	HAY	9,497
48	273	TX	KLEBERG	HAY	2,040
21	097	KY	HARRISON	HAY	4,952
54	051	WV	MARSHALL	HAY	11,377
48	209	TX	HAYS	HAY	66
48	305	TX	LYNN	HAY	(D)
51	049	VA	CUMBERLAND	HAY	56
55	049	WI	IOWA	HAY	4,759
27	005	MN	BECKER	HAY	6,720
21	047	KY	CHRISTIAN	HAY	1,514
22	077	LA	POINTE COUPEE	HAY	5,913
31	109	NE	LANCASTER	HAY	1,438
51	185	VA	TAZEWELL	HAY	980
01	085	AL	LOWNDES	HAY	438
29	186	MO	STE GENEVIEVE	HAY	852
48	473	TX	WALLER	HAY	1,073
30	003	MT	BIG HORN	HAY	54,178
48	177	TX	GONZALES	HAY	25,489
21	141	KY	LOGAN	HAY	18,004
01	045	AL	DALE	HAY	100
29	199	MO	SCOTLAND	HAY	3,170
55	141	WI	WOOD	HAY	29,923
46	095	SD	MELLETTE	HAY	58,228
30	039	MT	GRANITE	HAY	17,272
33	009	NH	GRAFTON	HAY	7,282
01	041	AL	CRENSHAW	HAY	30
55	101	WI	RACINE	SOD	1,227
48	115	TX	DAWSON	HAY	(D)
27	095	MN	MILLE LACS	HAY	16,437
21	147	KY	MCCREARY	HAY	522
13	169	GA	JONES	HAY	250
13	055	GA	CHATTOOGA	HAY	(D)
40	051	OK	GRADY	HAY	6,194
13	033	GA	BURKE	HAY	1,420
17	105	IL	LIVINGSTON	HAY	2,298
48	229	TX	HUDSPETH	HAY	9,733
01	073	AL	JEFFERSON	HAY	4,851
48	201	TX	HARRIS	SOD	7,041
48	411	TX	SAN SABA	HAY	11,465
13	051	GA	CHATHAM	HAY	(D)
30	005	MT	BLAINE	HAY	49,946
50	025	VT	WINDHAM	HAY	2,680
55	135	WI	WAUPACA	HAY	248
55	039	WI	FOND DU LAC	HAY	193
26	105	MI	MASON	HAY	8,923
21	163	KY	MEADE	HAY	12,174
32	013	NV	HUMBOLDT	HAY	58,386
21	141	KY	LOGAN	HAY	(D)
47	015	TN	CANNON	HAY	195
28	009	MS	BENTON	HAY	(D)
16	009	ID	BENEWAH	HAY	9,735
48	023	TX	BAYLOR	HAY	1,011
48	459	TX	UPSHUR	HAY	24,266
48	427	TX	STARR	HAY	2,255
54	095	WV	TYLER	HAY	(D)
13	157	GA	JACKSON	HAY	85
06	027	CA	INYO	HAY	390
35	035	NM	OTERO	HAY	964
39	101	OH	MARION	HAY	1,122
42	099	PA	PERRY	HAY	4,142
13	107	GA	EMANUEL	HAY	2,577
26	113	MI	MISSAUKEE	HAY	14,525
12	133	FL	WASHINGTON	HAY	(D)
05	113	AR	POLK	HAY	425
24	047	MD	WORCESTER	HAY	607
31	059	NE	FILLMORE	HAY	688
41	005	OR	CLACKAMAS	GRASSES & LEGUMES TOTALS	1,822
47	047	TN	FAYETTE	HAY	639
24	043	MD	WASHINGTON	HAY	25
34	039	NJ	UNION	HAY	(D)
12	049	FL	HARDEE	HAY	(D)
20	147	KS	PHILLIPS	HAY	799
20	155	KS	RENO	GRASSES & LEGUMES TOTALS	(D)
54	107	WV	WOOD	HAY	11,853
29	031	MO	CAPE GIRARDEAU	HAY	(D)
35	003	NM	CATRON	HAY	783
29	085	MO	HICKORY	GRASSES & LEGUMES TOTALS	459
40	011	OK	BLAINE	HAY	37,844
47	179	TN	WASHINGTON	HAY	277
41	045	OR	MALHEUR	HAY	50,599
39	057	OH	GREENE	SOD	(D)
30	055	MT	MCCONE	HAY	5,156
16	081	ID	TETON	HAY	11,160
41	055	OR	SHERMAN	GRASSES & LEGUMES TOTALS	(D)
46	041	SD	DEWEY	HAY	(D)
01	005	AL	BARBOUR	HAY	623
26	157	MI	TUSCOLA	HAY	12,238
13	137	GA	HABERSHAM	HAY	4,936
26	065	MI	INGHAM	HAY	(D)
29	121	MO	MACON	HAY	184
16	019	ID	BONNEVILLE	SOD	(D)
27	151	MN	SWIFT	HAY	(D)
29	201	MO	SCOTT	HAY	94
47	105	TN	LOUDON	SOD	(D)
06	011	CA	COLUSA	HAY	4,260
17	113	IL	MCLEAN	HAY	864
20	043	KS	DONIPHAN	HAY	3,333
24	031	MD	MONTGOMERY	SOD	1,830
29	051	MO	COLE	HAY	(D)
12	027	FL	DE SOTO	SOD	3,806
24	039	MD	SOMERSET	HAY	(D)
30	011	MT	CARTER	HAY	1,430
48	375	TX	POTTER	HAY	4,261
26	009	MI	ANTRIM	HAY	(D)
34	025	NJ	MONMOUTH	HAY	(D)
48	405	TX	SAN AUGUSTINE	HAY	490
40	149	OK	WASHITA	HAY	1,539
38	037	ND	GRANT	HAY	64,151
26	027	MI	CASS	HAY	83
06	077	CA	SAN JOAQUIN	GRASSES & LEGUMES TOTALS	196
37	065	NC	EDGECOMBE	HAY	(D)
37	035	NC	CATAWBA	SOD	(D)
39	069	OH	HENRY	HAY	2,894
30	023	MT	DEER LODGE	HAY	4,584
16	055	ID	KOOTENAI	HAY	4,781
17	133	IL	MONROE	HAY	4,330
19	037	IA	CHICKASAW	HAY	(D)
39	045	OH	FAIRFIELD	HAY	(D)
13	007	GA	BAKER	HAY	(D)
48	331	TX	MILAM	HAY	445
36	083	NY	RENSSELAER	HAY	43
48	129	TX	DONLEY	HAY	5,613
36	003	NY	ALLEGANY	HAY	164
